Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
111,15,4.75E+01,4.68E+01,288.288,3.91E+01,346.569,9.58E+00
114,15,4.10E+01,3.62E+01,123.8,3.92E+01,318.34,1.84E+01
117,15,4.47E+01,4.34E+01,68.739,3.88E+01,157.24,4.62E+00
120,15,4.37E+01,3.92E+01,175.125,4.17E+01,114.093,5.28E+00
123,15,4.33E+01,4.32E+01,156.479,2.72E+01,339.623,4.00E+01
126,15,4.35E+01,4.22E+01,332.742,3.77E+01,263.579,5.59E+00
129,15,4.87E+01,4.86E+01,296.192,3.36E+01,311.719,2.66E+01
132,15,3.90E+01,3.45E+01,249.572,3.70E+01,325.536,3.32E+00
135,15,4.36E+01,4.34E+01,78.54,3.00E+01,163.338,1.35E+01
138,15,4.42E+01,4.18E+01,94.66,4.04E+01,110.222,1.74E+01
141,15,4.67E+01,4.63E+01,124.323,3.59E+01,75.014,1.32E+01
144,15,4.33E+01,4.32E+01,109.066,2.92E+01,179.411,1.45E+01
147,15,3.85E+01,3.78E+01,277.523,3.02E+01,166.007,8.52E+00
150,15,4.45E+01,4.41E+01,258.066,3.41E+01,314.145,1.19E+01
153,15,4.59E+01,4.49E+01,275.42,3.90E+01,273.842,3.91E+01
156,15,4.89E+01,4.86E+01,283.145,3.67E+01,246.319,1.68E+01
159,15,4.60E+01,4.57E+01,270.864,3.42E+01,306.041,1.67E+01
162,15,4.13E+01,4.04E+01,249.637,3.41E+01,285.743,1.23E+01
165,15,4.56E+01,4.54E+01,292.118,3.27E+01,234.759,1.43E+01
168,15,4.71E+01,4.68E+01,337.963,3.56E+01,345.544,2.94E+01
171,15,5.18E+01,5.14E+01,61.147,4.08E+01,37.755,1.92E+01
174,15,5.32E+01,5.28E+01,103.394,4.31E+01,112.429,2.66E+01
177,15,4.94E+01,4.87E+01,189.05,4.07E+01,172.37,2.01E+01
180,15,5.30E+01,5.27E+01,236.999,4.12E+01,236.999,4.00E+01
0,18,1.09E+02,1.09E+02,93.258,9.88E+01,273.258,4.00E+01
3,18,1.04E+02,1.03E+02,81.856,9.35E+01,262.102,4.00E+01
6,18,9.40E+01,9.35E+01,328.042,8.37E+01,147.25,4.00E+01
9,18,9.08E+01,9.04E+01,262.745,8.05E+01,83.524,4.00E+01
12,18,8.80E+01,8.76E+01,133.609,7.78E+01,313.238,4.00E+01
15,18,7.97E+01,7.93E+01,31.014,6.91E+01,209.961,4.00E+01
18,18,8.11E+01,8.06E+01,292.215,7.09E+01,113.605,4.00E+01
21,18,7.81E+01,7.76E+01,150.288,6.80E+01,328.268,3.96E+01
24,18,7.11E+01,7.08E+01,55.552,6.00E+01,235.801,4.00E+01
27,18,7.45E+01,7.40E+01,301.545,6.45E+01,122.904,4.00E+01
30,18,7.11E+01,7.06E+01,155.293,6.12E+01,329.969,3.10E+01
33,18,6.57E+01,6.54E+01,70.598,5.44E+01,254.392,3.53E+01
36,18,6.96E+01,6.91E+01,301.931,6.00E+01,122.041,4.00E+01
39,18,6.52E+01,6.47E+01,157.165,5.55E+01,325.975,2.44E+01
42,18,6.28E+01,6.24E+01,78.337,5.21E+01,265.445,2.92E+01
45,18,6.57E+01,6.51E+01,296.962,5.67E+01,114.149,3.57E+01
48,18,6.01E+01,5.96E+01,163.946,4.99E+01,324.456,2.01E+01
51,18,6.17E+01,6.12E+01,78.025,5.22E+01,263.847,2.99E+01
54,18,6.22E+01,6.15E+01,293.533,5.39E+01,104.05,2.46E+01
57,18,5.67E+01,5.64E+01,187.235,4.43E+01,354.684,2.59E+01
60,18,6.07E+01,5.99E+01,74.728,5.26E+01,254.819,4.00E+01
63,18,5.82E+01,5.74E+01,299.269,5.00E+01,97.271,1.72E+01
66,18,5.72E+01,5.66E+01,205.736,4.78E+01,33.585,2.72E+01
69,18,5.86E+01,5.76E+01,75.341,5.19E+01,243.799,2.17E+01
72,18,5.49E+01,5.46E+01,325.558,4.39E+01,131.797,2.38E+01
75,18,5.72E+01,5.60E+01,213.436,5.10E+01,32.982,4.00E+01
78,18,5.48E+01,5.40E+01,93.676,4.69E+01,247.041,1.53E+01
81,18,5.49E+01,5.37E+01,347.329,4.87E+01,179.506,2.08E+01
84,18,5.40E+01,5.26E+01,230.342,4.85E+01,29.462,1.57E+01
87,18,5.24E+01,5.14E+01,118.51,4.55E+01,324.049,1.49E+01
90,18,5.20E+01,4.97E+01,7.02,4.81E+01,178.57,2.28E+01
93,18,4.98E+01,4.91E+01,248.186,4.13E+01,112.316,1.18E+01
96,18,4.88E+01,4.55E+01,133.352,4.61E+01,329.735,1.69E+01
99,18,4.76E+01,4.74E+01,14.257,3.45E+01,287.048,1.29E+01
102,18,4.51E+01,4.27E+01,241.486,4.14E+01,116.584,5.83E+00
105,18,4.74E+01,4.72E+01,144.696,3.54E+01,165.633,2.12E+01
108,18,4.27E+01,4.20E+01,2.477,3.45E+01,214.464,1.41E+01
111,18,4.77E+01,4.67E+01,288.449,4.06E+01,346.373,8.21E+00
114,18,4.20E+01,3.59E+01,124.631,4.08E+01,318.755,1.95E+01
117,18,4.50E+01,4.32E+01,69.109,4.02E+01,157.314,3.02E+00
120,18,4.47E+01,3.93E+01,175.511,4.33E+01,114.098,6.12E+00
123,18,4.34E+01,4.32E+01,157.342,2.86E+01,340.764,3.94E+01
126,18,4.37E+01,4.18E+01,331.722,3.92E+01,263.605,4.33E+00
129,18,4.86E+01,4.84E+01,295.212,3.52E+01,310.704,2.51E+01
132,18,4.01E+01,3.47E+01,250.986,3.86E+01,325.258,4.57E+00
135,18,4.36E+01,4.33E+01,78.108,3.15E+01,162.405,1.19E+01
138,18,4.50E+01,4.19E+01,94.856,4.20E+01,110.163,1.74E+01
141,18,4.68E+01,4.62E+01,124.552,3.74E+01,74.975,1.17E+01
144,18,4.32E+01,4.30E+01,109.277,3.08E+01,179.934,1.28E+01
147,18,3.86E+01,3.76E+01,279.062,3.16E+01,165.255,7.16E+00
150,18,4.46E+01,4.40E+01,258.229,3.56E+01,314.469,1.04E+01
153,18,4.62E+01,4.48E+01,274.889,4.05E+01,273.596,4.00E+01
156,18,4.89E+01,4.85E+01,283.632,3.82E+01,246.552,1.52E+01
159,18,4.60E+01,4.55E+01,271.177,3.57E+01,306.585,1.51E+01
162,18,4.17E+01,4.05E+01,246.943,3.56E+01,284.721,1.10E+01
165,18,4.56E+01,4.53E+01,291.178,3.44E+01,234.829,1.27E+01
168,18,4.72E+01,4.67E+01,338.536,3.72E+01,345.582,2.87E+01
171,18,5.18E+01,5.13E+01,61.189,4.23E+01,37.801,1.79E+01
174,18,5.33E+01,5.26E+01,102.817,4.46E+01,112.001,2.52E+01
177,18,4.95E+01,4.86E+01,189.05,4.22E+01,172.318,1.89E+01
180,18,5.30E+01,5.25E+01,236.999,4.28E+01,236.999,4.00E+01
0,21,1.09E+02,1.08E+02,93.258,1.00E+02,273.258,4.00E+01
3,21,1.04E+02,1.03E+02,81.871,9.48E+01,262.117,4.00E+01
6,21,9.39E+01,9.33E+01,327.875,8.50E+01,147.08,4.00E+01
9,21,9.08E+01,9.02E+01,262.714,8.18E+01,83.495,4.00E+01
12,21,8.80E+01,8.74E+01,133.243,7.91E+01,312.874,4.00E+01
15,21,7.97E+01,7.92E+01,30.945,7.03E+01,209.894,4.00E+01
18,21,8.11E+01,8.05E+01,291.986,7.21E+01,113.393,4.00E+01
21,21,7.81E+01,7.75E+01,150.213,6.93E+01,328.209,3.85E+01
24,21,7.11E+01,7.06E+01,55.485,6.13E+01,235.744,4.00E+01
27,21,7.45E+01,7.39E+01,301.384,6.58E+01,122.749,4.00E+01
30,21,7.11E+01,7.05E+01,155.193,6.25E+01,329.904,3.00E+01
33,21,6.58E+01,6.53E+01,70.261,5.57E+01,254.1,3.40E+01
36,21,6.97E+01,6.90E+01,301.845,6.13E+01,121.978,4.00E+01
39,21,6.52E+01,6.46E+01,157.597,5.68E+01,326.375,2.33E+01
42,21,6.29E+01,6.24E+01,78.612,5.35E+01,265.557,2.83E+01
45,21,6.57E+01,6.49E+01,297.737,5.80E+01,114.652,3.39E+01
48,21,5.99E+01,5.93E+01,164.415,5.11E+01,324.689,1.88E+01
51,21,6.17E+01,6.10E+01,78.117,5.35E+01,264.038,2.87E+01
54,21,6.23E+01,6.13E+01,293.661,5.52E+01,104.077,2.36E+01
57,21,5.66E+01,5.63E+01,187.241,4.56E+01,354.564,2.46E+01
60,21,6.08E+01,5.98E+01,74.971,5.39E+01,254.936,4.00E+01
63,21,5.82E+01,5.73E+01,299.464,5.13E+01,97.514,1.63E+01
66,21,5.72E+01,5.64E+01,205.933,4.90E+01,33.769,2.61E+01
69,21,5.88E+01,5.74E+01,75.485,5.32E+01,243.939,2.09E+01
72,21,5.49E+01,5.44E+01,325.804,4.52E+01,131.985,2.26E+01
75,21,5.74E+01,5.58E+01,213.576,5.23E+01,33.047,4.00E+01
78,21,5.49E+01,5.38E+01,93.85,4.82E+01,247.124,1.43E+01
81,21,5.51E+01,5.35E+01,347.552,5.00E+01,179.604,2.03E+01
84,21,5.43E+01,5.24E+01,230.529,4.98E+01,29.595,1.51E+01
87,21,5.26E+01,5.13E+01,118.795,4.68E+01,324.002,1.42E+01
90,21,5.25E+01,4.95E+01,7.273,4.94E+01,178.806,2.26E+01
93,21,4.99E+01,4.90E+01,248.511,4.26E+01,112.579,1.06E+01
96,21,4.95E+01,4.53E+01,133.592,4.74E+01,329.876,1.71E+01
99,21,4.75E+01,4.72E+01,14.5,3.58E+01,286.713,1.14E+01
102,21,4.56E+01,4.25E+01,241.587,4.27E+01,116.98,5.60E+00
105,21,4.74E+01,4.70E+01,145.015,3.67E+01,165.084,2.03E+01
108,21,4.28E+01,4.18E+01,2.903,3.57E+01,215.152,1.31E+01
111,21,4.78E+01,4.66E+01,288.783,4.19E+01,346.51,7.12E+00
114,21,4.29E+01,3.55E+01,124.754,4.21E+01,319.412,2.01E+01
117,21,4.54E+01,4.31E+01,69.684,4.15E+01,156.836,1.66E+00
120,21,4.57E+01,3.92E+01,174.761,4.46E+01,114.081,7.29E+00
123,21,4.33E+01,4.31E+01,157.006,2.97E+01,342.639,3.39E+01
126,21,4.40E+01,4.16E+01,332.329,4.04E+01,263.643,3.51E+00
129,21,4.85E+01,4.82E+01,294.793,3.64E+01,310.221,2.39E+01
132,21,4.10E+01,3.50E+01,250.25,3.98E+01,324.801,5.46E+00
135,21,4.35E+01,4.31E+01,78.35,3.29E+01,162.761,1.02E+01
138,21,4.56E+01,4.18E+01,94.626,4.33E+01,110.19,1.74E+01
141,21,4.68E+01,4.61E+01,125.241,3.87E+01,75.452,1.05E+01
144,21,4.31E+01,4.27E+01,109.879,3.21E+01,180.53,1.12E+01
147,21,3.87E+01,3.74E+01,280.04,3.29E+01,164.839,6.09E+00
150,21,4.46E+01,4.38E+01,258.098,3.69E+01,314.631,9.14E+00
153,21,4.65E+01,4.47E+01,274.356,4.18E+01,273.432,4.00E+01
156,21,4.89E+01,4.83E+01,283.798,3.95E+01,246.764,1.40E+01
159,21,4.59E+01,4.54E+01,270.146,3.69E+01,305.798,1.39E+01
162,21,4.21E+01,4.05E+01,245.316,3.68E+01,284.088,1.00E+01
165,21,4.56E+01,4.51E+01,291.081,3.58E+01,235.427,1.14E+01
168,21,4.72E+01,4.66E+01,339.117,3.85E+01,345.667,2.82E+01
171,21,5.18E+01,5.11E+01,61.192,4.36E+01,37.835,1.68E+01
174,21,5.33E+01,5.24E+01,102.18,4.59E+01,111.53,2.40E+01
177,21,4.96E+01,4.84E+01,189.048,4.35E+01,172.261,1.80E+01
180,21,5.30E+01,5.24E+01,236.999,4.41E+01,236.999,4.00E+01
0,24,1.09E+02,1.08E+02,93.258,1.01E+02,273.258,4.00E+01
3,24,1.04E+02,1.03E+02,81.887,9.59E+01,262.133,4.00E+01
6,24,9.39E+01,9.31E+01,327.699,8.60E+01,146.9,4.00E+01
9,24,9.08E+01,9.00E+01,262.619,8.29E+01,83.398,4.00E+01
12,24,8.80E+01,8.72E+01,132.95,8.02E+01,312.582,4.00E+01
15,24,7.97E+01,7.90E+01,30.789,7.15E+01,209.738,4.00E+01
18,24,8.11E+01,8.03E+01,291.932,7.33E+01,113.348,4.00E+01
21,24,7.81E+01,7.73E+01,150.242,7.04E+01,328.241,3.77E+01
24,24,7.11E+01,7.05E+01,55.5,6.24E+01,235.751,4.00E+01
27,24,7.45E+01,7.37E+01,301.34,6.69E+01,122.702,4.00E+01
30,24,7.11E+01,7.03E+01,155.08,6.36E+01,329.823,2.91E+01
33,24,6.58E+01,6.52E+01,70.092,5.69E+01,253.958,3.29E+01
36,24,6.97E+01,6.88E+01,301.812,6.24E+01,121.949,4.00E+01
39,24,6.53E+01,6.45E+01,157.478,5.79E+01,326.362,2.25E+01
42,24,6.30E+01,6.23E+01,78.263,5.47E+01,265.186,2.74E+01
45,24,6.59E+01,6.48E+01,298.144,5.92E+01,114.938,3.28E+01
48,24,5.99E+01,5.91E+01,165.655,5.21E+01,325.593,1.77E+01
51,24,6.17E+01,6.08E+01,78.658,5.46E+01,264.472,2.80E+01
54,24,6.24E+01,6.11E+01,293.695,5.63E+01,104.05,2.28E+01
57,24,5.66E+01,5.61E+01,187.494,4.67E+01,354.941,2.36E+01
60,24,6.09E+01,5.96E+01,75.215,5.50E+01,255.206,4.00E+01
63,24,5.83E+01,5.71E+01,299.69,5.23E+01,97.557,1.55E+01
66,24,5.72E+01,5.62E+01,206.1,5.02E+01,33.808,2.54E+01
69,24,5.90E+01,5.72E+01,75.7,5.43E+01,244.118,2.04E+01
72,24,5.48E+01,5.42E+01,325.9,4.62E+01,131.886,2.15E+01
75,24,5.77E+01,5.57E+01,213.783,5.34E+01,33.13,4.00E+01
78,24,5.50E+01,5.36E+01,94.001,4.93E+01,247.215,1.36E+01
81,24,5.54E+01,5.34E+01,347.824,5.11E+01,179.656,2.00E+01
84,24,5.46E+01,5.22E+01,230.745,5.09E+01,29.735,1.48E+01
87,24,5.28E+01,5.11E+01,119.121,4.79E+01,324.063,1.37E+01
90,24,5.30E+01,4.93E+01,7.544,5.05E+01,179.035,2.27E+01
93,24,4.99E+01,4.88E+01,248.854,4.37E+01,112.744,9.70E+00
96,24,5.01E+01,4.51E+01,133.949,4.85E+01,330.072,1.76E+01
99,24,4.74E+01,4.70E+01,14.797,3.71E+01,286.553,9.92E+00
102,24,4.61E+01,4.23E+01,242.104,4.38E+01,117.423,5.82E+00
105,24,4.73E+01,4.68E+01,145.25,3.78E+01,164.325,1.96E+01
108,24,4.28E+01,4.16E+01,3.638,3.67E+01,215.353,1.25E+01
111,24,4.80E+01,4.63E+01,289.167,4.30E+01,346.615,6.31E+00
114,24,4.38E+01,3.52E+01,124.462,4.31E+01,319.496,2.09E+01
117,24,4.58E+01,4.29E+01,69.735,4.26E+01,156.738,5.47E-01
120,24,4.65E+01,3.89E+01,174.541,4.57E+01,114.324,8.54E+00
123,24,4.30E+01,4.27E+01,157.056,3.08E+01,342.158,3.35E+01
126,24,4.45E+01,4.15E+01,333.468,4.15E+01,263.976,3.18E+00
129,24,4.84E+01,4.80E+01,295.308,3.75E+01,310.535,2.28E+01
132,24,4.19E+01,3.49E+01,249.667,4.09E+01,324.631,6.50E+00
135,24,4.33E+01,4.28E+01,78.147,3.40E+01,163.355,8.85E+00
138,24,4.62E+01,4.16E+01,94.211,4.44E+01,110.253,1.75E+01
141,24,4.69E+01,4.60E+01,125.696,3.97E+01,75.875,9.49E+00
144,24,4.30E+01,4.25E+01,109.894,3.32E+01,180.915,9.98E+00
147,24,3.89E+01,3.72E+01,279.988,3.41E+01,164.859,5.08E+00
150,24,4.47E+01,4.37E+01,258.021,3.79E+01,314.708,8.12E+00
153,24,4.68E+01,4.45E+01,274.202,4.29E+01,273.505,4.00E+01
156,24,4.88E+01,4.81E+01,283.604,4.07E+01,246.795,1.29E+01
159,24,4.59E+01,4.52E+01,268.741,3.79E+01,304.457,1.30E+01
162,24,4.23E+01,4.04E+01,245.327,3.79E+01,284.29,9.47E+00
165,24,4.56E+01,4.50E+01,291.664,3.69E+01,236.388,1.03E+01
168,24,4.73E+01,4.65E+01,339.657,3.96E+01,345.792,2.79E+01
171,24,5.18E+01,5.09E+01,61.147,4.47E+01,37.845,1.59E+01
174,24,5.34E+01,5.22E+01,101.508,4.69E+01,111.03,2.31E+01
177,24,4.97E+01,4.81E+01,189.043,4.45E+01,172.199,1.73E+01
180,24,5.30E+01,5.22E+01,236.999,4.52E+01,236.999,4.00E+01
0,27,1.09E+02,1.08E+02,93.258,1.02E+02,273.258,4.00E+01
3,27,1.04E+02,1.03E+02,81.903,9.69E+01,262.149,4.00E+01
6,27,9.39E+01,9.29E+01,327.522,8.70E+01,146.719,4.00E+01
9,27,9.08E+01,8.98E+01,262.459,8.38E+01,83.236,4.00E+01
12,27,8.79E+01,8.69E+01,132.765,8.11E+01,312.398,4.00E+01
15,27,7.97E+01,7.88E+01,30.619,7.25E+01,209.566,4.00E+01
18,27,8.11E+01,8.01E+01,292.052,7.42E+01,113.471,4.00E+01
21,27,7.82E+01,7.71E+01,150.31,7.14E+01,328.302,3.69E+01
24,27,7.11E+01,7.03E+01,55.567,6.34E+01,235.804,4.00E+01
27,27,7.45E+01,7.35E+01,301.375,6.78E+01,122.735,4.00E+01
30,27,7.11E+01,7.01E+01,154.99,6.45E+01,329.747,2.85E+01
33,27,6.57E+01,6.50E+01,70.081,5.79E+01,253.95,3.21E+01
36,27,6.97E+01,6.86E+01,301.805,6.34E+01,121.948,4.00E+01
39,27,6.54E+01,6.43E+01,157.221,5.89E+01,326.211,2.19E+01
42,27,6.30E+01,6.21E+01,77.981,5.57E+01,264.958,2.65E+01
45,27,6.60E+01,6.47E+01,297.979,6.02E+01,114.859,3.24E+01
48,27,6.00E+01,5.90E+01,166.421,5.31E+01,326.294,1.70E+01
51,27,6.18E+01,6.06E+01,79.223,5.55E+01,264.729,2.78E+01
54,27,6.25E+01,6.09E+01,294.017,5.73E+01,104.262,2.21E+01
57,27,5.65E+01,5.59E+01,188.029,4.77E+01,355.615,2.28E+01
60,27,6.10E+01,5.94E+01,75.415,5.60E+01,255.374,4.00E+01
63,27,5.84E+01,5.68E+01,299.874,5.33E+01,97.588,1.49E+01
66,27,5.73E+01,5.61E+01,206.341,5.11E+01,33.964,2.49E+01
69,27,5.92E+01,5.70E+01,75.877,5.52E+01,244.214,2.00E+01
72,27,5.48E+01,5.40E+01,326.128,4.73E+01,131.992,2.06E+01
75,27,5.80E+01,5.54E+01,214.014,5.44E+01,33.31,4.00E+01
78,27,5.51E+01,5.34E+01,94.263,5.03E+01,247.506,1.31E+01
81,27,5.57E+01,5.31E+01,348.121,5.21E+01,179.849,1.98E+01
84,27,5.49E+01,5.20E+01,231.046,5.18E+01,29.991,1.46E+01
87,27,5.30E+01,5.08E+01,119.42,4.89E+01,324.427,1.33E+01
90,27,5.35E+01,4.91E+01,7.936,5.15E+01,179.24,2.27E+01
93,27,5.01E+01,4.86E+01,249.146,4.48E+01,113.219,8.93E+00
96,27,5.07E+01,4.49E+01,134.552,4.94E+01,330.39,1.83E+01
99,27,4.74E+01,4.68E+01,15.189,3.82E+01,287.354,8.62E+00
102,27,4.66E+01,4.21E+01,242.665,4.47E+01,117.813,6.32E+00
105,27,4.72E+01,4.66E+01,145.525,3.88E+01,163.934,1.90E+01
108,27,4.29E+01,4.14E+01,4.158,3.75E+01,215.561,1.20E+01
111,27,4.82E+01,4.61E+01,289.258,4.39E+01,346.317,5.77E+00
114,27,4.46E+01,3.49E+01,125.365,4.41E+01,319.072,2.26E+01
117,27,4.62E+01,4.27E+01,69.792,4.36E+01,157.155,9.78E-01
120,27,4.73E+01,3.87E+01,175.155,4.66E+01,114.658,9.50E+00
123,27,4.28E+01,4.24E+01,157.992,3.18E+01,340.455,3.87E+01
126,27,4.50E+01,4.15E+01,333.461,4.25E+01,264.33,3.41E+00
129,27,4.83E+01,4.78E+01,295.724,3.85E+01,310.897,2.18E+01
132,27,4.26E+01,3.46E+01,249.74,4.19E+01,324.766,7.68E+00
135,27,4.32E+01,4.26E+01,78.128,3.49E+01,163.891,7.72E+00
138,27,4.68E+01,4.14E+01,94.009,4.54E+01,110.33,1.78E+01
141,27,4.69E+01,4.58E+01,125.472,4.07E+01,75.837,8.64E+00
144,27,4.29E+01,4.23E+01,109.49,3.40E+01,181.01,8.93E+00
147,27,3.91E+01,3.69E+01,279.905,3.51E+01,165.128,4.31E+00
150,27,4.47E+01,4.34E+01,258.611,3.89E+01,315.083,7.24E+00
153,27,4.71E+01,4.43E+01,274.348,4.39E+01,273.758,4.00E+01
156,27,4.88E+01,4.79E+01,283.284,4.17E+01,246.715,1.21E+01
159,27,4.59E+01,4.50E+01,267.938,3.88E+01,303.447,1.23E+01
162,27,4.25E+01,4.00E+01,246.929,3.88E+01,285.349,9.26E+00
165,27,4.56E+01,4.48E+01,292.529,3.77E+01,237.419,9.41E+00
168,27,4.73E+01,4.63E+01,340.113,4.06E+01,345.937,2.76E+01
171,27,5.19E+01,5.07E+01,61.053,4.56E+01,37.832,1.53E+01
174,27,5.34E+01,5.20E+01,100.831,4.79E+01,110.524,2.24E+01
177,27,4.98E+01,4.79E+01,189.035,4.55E+01,172.136,1.69E+01
180,27,5.30E+01,5.20E+01,236.999,4.61E+01,236.999,4.00E+01
0,30,1.09E+02,1.08E+02,93.258,1.03E+02,273.258,4.00E+01
3,30,1.04E+02,1.03E+02,81.917,9.77E+01,262.163,4.00E+01
6,30,9.38E+01,9.26E+01,327.351,8.78E+01,146.545,4.00E+01
9,30,9.08E+01,8.96E+01,262.249,8.47E+01,83.021,4.00E+01
12,30,8.79E+01,8.67E+01,132.705,8.19E+01,312.34,4.00E+01
15,30,7.97E+01,7.86E+01,30.513,7.33E+01,209.458,4.00E+01
18,30,8.11E+01,7.99E+01,292.262,7.51E+01,113.677,3.94E+01
21,30,7.82E+01,7.69E+01,150.364,7.22E+01,328.343,3.63E+01
24,30,7.10E+01,7.00E+01,55.664,6.42E+01,235.892,4.00E+01
27,30,7.45E+01,7.32E+01,301.368,6.87E+01,122.739,3.96E+01
30,30,7.12E+01,6.98E+01,154.951,6.54E+01,329.705,2.79E+01
33,30,6.57E+01,6.47E+01,70.1,5.87E+01,253.964,3.14E+01
36,30,6.98E+01,6.83E+01,301.713,6.42E+01,121.902,4.00E+01
39,30,6.54E+01,6.40E+01,157.145,5.98E+01,326.149,2.14E+01
42,30,6.30E+01,6.18E+01,77.939,5.65E+01,265,2.58E+01
45,30,6.61E+01,6.44E+01,297.615,6.10E+01,114.633,3.24E+01
48,30,6.01E+01,5.89E+01,166.079,5.40E+01,326.195,1.65E+01
51,30,6.19E+01,6.05E+01,79.095,5.65E+01,264.567,2.73E+01
54,30,6.26E+01,6.07E+01,294.459,5.81E+01,104.586,2.17E+01
57,30,5.64E+01,5.57E+01,188.432,4.85E+01,356.007,2.20E+01
60,30,6.12E+01,5.91E+01,75.626,5.68E+01,255.365,4.00E+01
63,30,5.86E+01,5.66E+01,300.091,5.41E+01,97.849,1.45E+01
66,30,5.73E+01,5.58E+01,206.601,5.20E+01,34.129,2.45E+01
69,30,5.94E+01,5.68E+01,76.059,5.61E+01,244.303,1.98E+01
72,30,5.48E+01,5.38E+01,326.493,4.81E+01,132.644,2.01E+01
75,30,5.82E+01,5.52E+01,214.279,5.52E+01,33.46,4.00E+01
78,30,5.53E+01,5.32E+01,94.639,5.11E+01,248.01,1.28E+01
81,30,5.59E+01,5.29E+01,348.408,5.29E+01,180.125,1.98E+01
84,30,5.52E+01,5.18E+01,231.405,5.26E+01,30.301,1.46E+01
87,30,5.32E+01,5.06E+01,119.731,4.98E+01,324.913,1.31E+01
90,30,5.39E+01,4.89E+01,8.389,5.23E+01,179.483,2.28E+01
93,30,5.02E+01,4.83E+01,249.45,4.56E+01,113.859,8.35E+00
96,30,5.13E+01,4.46E+01,135.05,5.02E+01,330.695,1.90E+01
99,30,4.72E+01,4.65E+01,15.522,3.90E+01,288.584,7.55E+00
102,30,4.70E+01,4.17E+01,242.953,4.55E+01,117.798,6.99E+00
105,30,4.72E+01,4.63E+01,145.786,3.97E+01,164.034,1.83E+01
108,30,4.29E+01,4.11E+01,4.179,3.84E+01,215.377,1.16E+01
111,30,4.84E+01,4.59E+01,289.324,4.48E+01,346.335,5.42E+00
114,30,4.53E+01,3.46E+01,126.371,4.49E+01,319.114,2.43E+01
117,30,4.65E+01,4.24E+01,70.197,4.44E+01,157.361,2.00E+00
120,30,4.80E+01,3.86E+01,174.88,4.75E+01,114.687,1.04E+01
123,30,4.28E+01,4.23E+01,158.551,3.26E+01,340.95,3.82E+01
126,30,4.54E+01,4.11E+01,332.843,4.34E+01,264.314,4.04E+00
129,30,4.82E+01,4.75E+01,295.899,3.94E+01,311.174,2.09E+01
132,30,4.34E+01,3.45E+01,249.989,4.28E+01,324.917,8.71E+00
135,30,4.31E+01,4.23E+01,78.693,3.57E+01,164.475,6.64E+00
138,30,4.74E+01,4.12E+01,93.999,4.62E+01,110.444,1.82E+01
141,30,4.70E+01,4.55E+01,125.285,4.16E+01,75.876,7.96E+00
144,30,4.28E+01,4.21E+01,109.544,3.48E+01,180.91,7.97E+00
147,30,3.93E+01,3.66E+01,280.374,3.59E+01,165.428,3.97E+00
150,30,4.47E+01,4.31E+01,259.446,3.97E+01,315.614,6.52E+00
153,30,4.74E+01,4.41E+01,274.327,4.47E+01,273.951,4.00E+01
156,30,4.88E+01,4.76E+01,283.139,4.25E+01,246.71,1.14E+01
159,30,4.59E+01,4.47E+01,268.062,3.96E+01,303.181,1.17E+01
162,30,4.26E+01,3.96E+01,249.355,3.97E+01,286.805,9.40E+00
165,30,4.55E+01,4.46E+01,293.233,3.85E+01,238.16,8.62E+00
168,30,4.73E+01,4.60E+01,340.459,4.14E+01,346.082,2.73E+01
171,30,5.19E+01,5.04E+01,60.919,4.64E+01,37.795,1.47E+01
174,30,5.35E+01,5.17E+01,100.179,4.87E+01,110.034,2.18E+01
177,30,5.00E+01,4.76E+01,189.023,4.63E+01,172.073,1.66E+01
180,30,5.30E+01,5.17E+01,236.999,4.69E+01,236.999,4.00E+01
0,33,1.09E+02,1.07E+02,93.258,1.04E+02,273.258,4.00E+01
3,33,1.04E+02,1.02E+02,81.93,9.85E+01,262.176,4.00E+01
6,33,9.38E+01,9.23E+01,327.197,8.85E+01,146.388,4.00E+01
9,33,9.08E+01,8.93E+01,262.011,8.54E+01,82.78,4.00E+01
12,33,8.80E+01,8.64E+01,132.759,8.27E+01,312.396,4.00E+01
15,33,7.97E+01,7.83E+01,30.523,7.41E+01,209.466,4.00E+01
18,33,8.11E+01,7.96E+01,292.449,7.58E+01,113.861,3.90E+01
21,33,7.82E+01,7.66E+01,150.377,7.30E+01,328.344,3.58E+01
24,33,7.09E+01,6.97E+01,55.738,6.49E+01,235.974,4.00E+01
27,33,7.45E+01,7.29E+01,301.26,6.94E+01,122.659,3.90E+01
30,33,7.12E+01,6.95E+01,154.974,6.61E+01,329.723,2.74E+01
33,33,6.56E+01,6.44E+01,70.066,5.94E+01,253.935,3.08E+01
36,33,6.98E+01,6.81E+01,301.617,6.50E+01,121.854,4.00E+01
39,33,6.54E+01,6.38E+01,157.225,6.05E+01,326.185,2.09E+01
42,33,6.29E+01,6.15E+01,77.912,5.72E+01,265.05,2.52E+01
45,33,6.61E+01,6.42E+01,297.51,6.18E+01,114.549,3.21E+01
48,33,6.01E+01,5.86E+01,165.353,5.48E+01,325.69,1.61E+01
51,33,6.20E+01,6.02E+01,78.524,5.72E+01,264.261,2.65E+01
